VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
311032;9311032;Spreenhagen, Dickdamm;5800618;4629697;52.323663;13.900806
311033;9311033;Spreenhagen, Fšrsterei;5799268;4629691;52.311539;13.900198
311034;9311034;Spreenhagen, Artur-Becker-Ring;5803043;4627738;52.345904;13.873010
311035;9311035;Spreenhagen, Latzwall I;5803605;4626914;52.351143;13.861137
311036;9311036;Spreenhagen, Latzwall II;5803135;4626481;52.347021;13.854609
311037;9311037;Spreenhagen, Markgrafpiesker Str.;5800555;4630749;52.322848;13.916202
311038;9311038;Spreenhagen, Pudel;5801635;4629417;52.332864;13.897092
311039;9311039;Spreenhagen, Schule;5802784;4628169;52.343477;13.879232
311040;9311040;Spreenhagen, Storkower Str.;5802069;4629084;52.336840;13.892377
311041;9311041;Spreenhagen, Winkel;5801159;4629534;52.328561;13.898625
311042;9311042;Steinfurt, Bungalowsiedlung;5806159;4621217;52.375371;13.778491
311043;9311043;Steinfurt, Vorwerk;5806055;4622012;52.374261;13.790121
311044;9311044;Steinhšfel (LOS), Abzweig Charlottenhof;5810952;4645866;52.412414;14.142282
311045;9311045;Steinhšfel (LOS), Ausbau;5809459;4647021;52.398698;14.158589
311046;9311046;Steinhšfel (LOS), Dorf;5809738;4647491;52.401077;14.165612
311047;9311047;Steinhšfel (LOS), Vorwerk;5810199;4645767;52.405678;14.140500
311048;9311048;Storkow, Burgstr.;5793169;4632065;52.256194;13.932601
311049;9311049;Storkow, Ausbau;5792207;4630578;52.247908;13.910466
311050;9311050;Storkow, Betonwerk;5788186;4632484;52.211337;13.936784
311051;9311051;Storkow, Hirschluch;5794101;4634193;52.264050;13.964117
311053;9311053;Storkow, Hubertushšhe Dorf;5790055;4635188;52.227467;13.977065
311054;9311054;Storkow, Karlslust Gesamtschule;5792739;4632642;52.252193;13.940878
311055;9311055;Storkow, Karlslust T.-Storm-Str.;5792195;4633108;52.247194;13.947483
311056;9311056;Storkow, KŸchensee;5791353;4633150;52.239622;13.947766
311057;9311057;Storkow, Lebbiner Str.;5794131;4632121;52.264821;13.933797
311058;9311058;Storkow, Kšrnerstr./Feuerwehr;5792922;4631638;52.254077;13.926255
311059;9311059;Storkow, Reichenwalder Str.;5793698;4632349;52.260877;13.936965
311060;9311060;Storkow, Wolfswinkel;5793718;4632977;52.260905;13.946165
311061;9311061;Stremmen, Abzweig;5779673;4648677;52.130759;14.169794
311062;9311062;Stremmen, Dorf;5779654;4648220;52.130711;14.163117
311063;9311063;Tauche (bei Beeskow), Am Bahnhof;5781007;4648078;52.142900;14.161633
311064;9311064;Tauche (bei Beeskow), Dorf;5782159;4648005;52.153265;14.161069
311065;9311065;Tauche (bei Beeskow), Schule;5781652;4647957;52.148725;14.160147
311066;9311066;Tempelberg, Gutshof;5815034;4647330;52.448680;14.165579
311067;9311067;Tempelberg, Lindenstr.;5814698;4647820;52.445531;14.172632
311068;9311068;Trebatsch;5774413;4648573;52.083548;14.165984
311070;9311070;Treppeln, Dorf;5774951;4674328;52.080877;14.541621
311071;9311071;Treppeln, SchlaubemŸhle;5775085;4670535;52.083260;14.486412
311073;9311073;Weichensdorf, Dorf;5775210;4661556;52.087073;14.355601
311074;9311074;Weichensdorf, SŠgewerk;5773841;4664761;52.073836;14.401657
311075;9311075;Weichensdorf, Waldsiedlung;5774966;4662381;52.084641;14.367510
311076;9311076;Wendisch Rietz, Am Glubigsee;5787237;4638235;52.201402;14.020480
311077;9311077;Wendisch Rietz, Zentrum;5789023;4637177;52.217707;14.005738
311078;9311078;Wendisch Rietz, Festwiese;5788562;4637131;52.213578;14.004879
311079;9311079;Wendisch Rietz, Heideweg;5786588;4639036;52.195372;14.031923
311080;9311080;Wendisch Rietz, ScharmŸtzeleck;5787658;4638662;52.205076;14.026894
311081;9311081;Werder (bei Kossenblatt);5777797;4639177;52.116381;14.030386
311082;9311082;Wendisch Rietz, Freizeitpark;;;;
311088;9311088;Wilmersdorf (bei Briesen), Am Teich;5809968;4654436;52.401229;14.267678
311089;9311089;Wilmersdorf (bei Briesen), Vorwerk 1;5808719;4653956;52.390149;14.260057
311090;9311090;Wilmersdorf (bei Briesen), Vorwerk 2;5808546;4652911;52.388888;14.244640
311091;9311091;Wilmersdorf (bei Lindenberg), Kelterei;5793364;4646442;52.254311;14.143087
311092;9311092;Wilmersdorf (bei Pfaffendorf), Am Dorfteich;5794089;4646083;52.260917;14.138147
311093;9311093;Wilmersdorf (bei Pfaffendorf), Kelterei;5795111;4646205;52.270063;14.140375
311094;9311094;Treppeln, Am Wirchensee;5774478;4668923;52.078304;14.462618
311095;9311095;Woltersdorf (LOS), Schule;5814567;4619296;52.451318;13.753291
311096;9311096;Woltersdorf (LOS), Vogelsdorfer Platz;5815897;4618905;52.463349;13.748016
311097;9311097;Woltersdorf (LOS), Wilhelm-Tell-Platz;5815267;4619113;52.457645;13.750850
311098;9311098;Wulfersdorf (LOS);5780828;4645007;52.142106;14.116729
311099;9311099;Zeust, Ausbau;5781658;4654826;52.146898;14.260424
311100;9311100;Zeust, Dorf;5780313;4655372;52.134667;14.267780
311101;9311101;Zeust, Kreuzung;5780248;4654721;52.134265;14.258250
311102;9311102;Storkow, Friki;5795284;4633743;52.274785;13.957998
311103;9311103;Storkow, Markt;5792980;4631985;52.254515;13.931357
311104;9311104;FŸrstenwalde, Buchenweg;5803175;4639951;52.344112;14.052168
311105;9311105;Beeskow, Breite Str.;5784540;4653839;52.173054;14.247320
311106;9311106;Beeskow, Hannemannei;5784211;4655220;52.169714;14.267340
311107;9311107;Spreeau, Freienbrink D Ahornstr.;5807883;4622991;52.390462;13.805159
311108;9311108;Buchholz (LOS), Am Bullenphuhl;5811748;4644167;52.420013;14.117673
311109;9311109;FŸrstenwalde, Zollamt;5804388;4642687;52.354302;14.092803
311110;9311110;Storkow, Burg;5792850;4632141;52.253310;13.933589
311111;9311111;Storkow, Centrum;5793063;4632187;52.255212;13.934345
311112;9311112;Bad Saarow, Tierpark;5793470;4639397;52.257091;14.040032
311114;9311114;Wendisch-Rietz, Friedhof;;;;
311118;9311118;Kolpin, Dorfplatz;5797175;4635585;52.291319;13.985727
311125;9311125;FŸrstenwalde, Heideland;5806091;4637066;52.371029;14.011051
311126;9311126;Beeskow, Oegeln Dorf;5785418;4656435;52.180210;14.285641
311128;9311128;FŸrstenwalde, Fšrderschule;5804890;4641470;52.359125;14.075164
311129;9311129;Beeskow, Bahnhof;5785065;4654173;52.177676;14.252437
311130;9311130;Kossenblatt;5777284;4642202;52.111004;14.074304
311133;9311133;Beeskow, Stadtfriedhof;;;;
311134;9311134;FŸrstenwalde, J.-Jonas-Str.;;;;
311135;9311135;FŸrstenwalde, E.-Jopp-Str.;;;52.3662287;14.0780703
311138;9311138;FŸrstenwalde, Fr.-L.-Jahn-Ring;;;;
311139;9311139;FŸrstenwalde, Friesenstr.;;;;
311144;9311144;Petersdorf (bei Briesen), Petershagener Str.;5805931;4659698;52.363472;14.343004
311145;9311145;FŸrstenwalde, Ziegeleiweg;5804572;4637835;52.357194;14.021711
311146;9311146;EisenhŸttenstadt, Saarlouiser Str./Poststr.;5782163;4680156;52.143761;14.630357
311147;9311147;EisenhŸttenstadt, Saarlouiser Str./H.-Heine-Allee;5782487;4679662;52.146831;14.623320
311148;9311148;EisenhŸttenstadt, F.-Engels-Str./Poststr.;5781915;4680072;52.141562;14.629000
311149;9311149;FŸrstenwalde, Seilerplatz;5805494;4640696;52.364749;14.064063
311150;9311150;FŸrstenwalde, Beethovenstr.;5806070;4641241;52.369782;14.072301
311151;9311151;FŸrstenwalde, Feuerwehr;5805010;4641388;52.360224;14.074012
311152;9311152;FŸrstenwalde, Ulanenring;5805052;4641648;52.360534;14.077844
311153;9311153;FŸrstenwalde, EKZ SŸd;5802427;4641800;52.336920;14.078966
311154;9311154;Hangelsberg, Gau§str.;5808351;4632633;52.392417;13.946895
311155;9311155;Briescht, Bahnhof;;;;
311160;9311160;Herzberg (LOS), Hartensdorfer Str.;5790189;4645132;52.226143;14.122555
311220;9311220;Aurith;5792968;4684336;52.239382;14.697219
311221;9311221;Bahro;5772364;4675742;52.057204;14.560897
311222;9311222;BiegenbrŸck, I;5794734;4662189;52.262202;14.374150
311223;9311223;BiegenbrŸck, Ortsmitte;5795263;4661213;52.267238;14.360120
311224;9311224;Bomsdorf, Dorfstr.;5770092;4681112;52.035080;14.637903
311225;9311225;Bomsdorf, Kolonie;5770323;4678188;52.038100;14.595458
311226;9311226;Bomsdorf, Vorwerk;5772663;4680260;52.058439;14.626855
311227;9311227;Bremsdorf, B 246;5781335;4670872;52.139273;14.494456
311228;9311228;Bremsdorf, Bremsdorfer MŸhle;5780958;4668739;52.136543;14.463144
311229;9311229;Bremsdorf, Lindenstr.;5781386;4670734;52.139774;14.492468
311230;9311230;Breslack, Ulmenstr.;5770394;4687220;52.035765;14.726975
311231;9311231;Breslack, Kolonie;5770223;4685209;52.034904;14.697610
311232;9311232;Brieskow-Finkenheerd, Finkenheerd Bhf;5793852;4675513;52.250199;14.568651
311233;9311233;Brieskow-Finkenheerd, Kraftwerk Finkenheerd Bhf;5795304;4675727;52.263166;14.572536
311234;9311234;Brieskow-Finkenheerd, Einkaufszentrum;5794337;4675875;52.254437;14.574199
311235;9311235;Brieskow-Finkenheerd, Lindenstr.;5795033;4676200;52.260582;14.579316
311236;9311236;Brieskow-Finkenheerd, Kita;5794570;4675917;52.256516;14.574934
311237;9311237;Brieskow-Finkenheerd, R.-Sonnenburg-Str.;5793038;4675070;52.243031;14.561750
311238;9311238;Brieskow-Finkenheerd, Amtsverwaltung;5794218;4675904;52.253360;14.574561
311250;9311250;Coschen, Bahnhof;5768806;4686743;52.021670;14.719166
311251;9311251;Coschen, Dorf;5768407;4686542;52.018155;14.716024
311269;9311269;Dammendorf;5781613;4665499;52.143403;14.416184
311270;9311270;Dubrow;5796106;4663162;52.274234;14.389052
311300;9311300;EisenhŸttenstadt, Alte Schšnflie§er Wache;5783962;4678527;52.160441;14.607531
311301;9311301;EisenhŸttenstadt, Am Wasserturm;5783148;4683072;52.151646;14.673437
311302;9311302;EisenhŸttenstadt, Am Wiesengrund EKZ;5780606;4680426;52.129695;14.633472
311303;9311303;EisenhŸttenstadt, Am Wiesengrund Tankstelle;5780403;4680502;52.127848;14.634473
311304;9311304;EisenhŸttenstadt, Amtsgericht;5782659;4679763;52.148342;14.624885
311305;9311305;EisenhŸttenstadt, An der Holzwolle;5782931;4679831;52.150762;14.626021
311306;9311306;EisenhŸttenstadt, An der Pohlitzer MŸhle/B 112;5785033;4677861;52.170271;14.598369
311307;9311307;EisenhŸttenstadt, Bahnhof;5782671;4682049;52.147702;14.658252
311308;9311308;EisenhŸttenstadt, Bahnhof/GlashŸttenstr.;5782633;4681946;52.147395;14.656728
311309;9311309;EisenhŸttenstadt, Bahnhofstr.;5782447;4682716;52.145471;14.667865
311310;9311310;EisenhŸttenstadt, Bahnhofstr./Wilhelmstr.;5782590;4682396;52.146861;14.663272
311311;9311311;EisenhŸttenstadt, Beeskower Str.;5783166;4678868;52.153184;14.612090
311312;9311312;EisenhŸttenstadt, Beeskower Str./GrŸnstr.;5783211;4679453;52.153398;14.620652
311313;9311313;EisenhŸttenstadt, Buchwaldstr.;5783244;4683630;52.152323;14.681632
311314;9311314;EisenhŸttenstadt, Buchwaldstr. Wendeschleife;5783852;4684112;52.157621;14.688996
311315;9311315;EisenhŸttenstadt, City Center;5783001;4680437;52.151193;14.634902
311316;9311316;EisenhŸttenstadt, Cottbuser Str.;5781748;4681368;52.139640;14.647822
311317;9311317;EisenhŸttenstadt, Cottbuser Str./Fr.-List-Str.;5781255;4681682;52.135111;14.652140
311318;9311318;EisenhŸttenstadt, Diehlo Dorfstr.;5780270;4677570;52.127602;14.591634
311319;9311319;EisenhŸttenstadt, Diehlo Wendeschleife;5779994;4677485;52.125152;14.590250
311320;9311320;EisenhŸttenstadt, Diehloer Str.;5782551;4679429;52.147481;14.619953
311321;9311321;EisenhŸttenstadt, Eichendorffstr.;5782561;4680501;52.147222;14.635603
311322;9311322;EisenhŸttenstadt, Eisenbahnstr./Apotheke;5781978;4682058;52.141478;14.658012
311323;9311323;EisenhŸttenstadt, Eisenbahnstr./Kita;5781588;4682059;52.137976;14.657818
311324;9311324;EisenhŸttenstadt, Alte Wache;5783970;4680262;52.159949;14.632862
311325;9311325;EisenhŸttenstadt, ArcelorMittal Eingang B 112;5783872;4678413;52.159669;14.605819
311326;9311326;EisenhŸttenstadt, ArcelorMittal KSW;5785255;4679227;52.171822;14.618431
311327;9311327;EisenhŸttenstadt, ArcelorMittal KWW;5784949;4679027;52.169140;14.615349
311328;9311328;EisenhŸttenstadt, ArcelorMittal KWW Wendeschleife;5784279;4678701;52.163230;14.610237
311329;9311329;EisenhŸttenstadt, Normaluhr;5784394;4679979;52.163848;14.628955
311330;9311330;EisenhŸttenstadt, QualifizierungsCentrum;5784857;4678455;52.168499;14.606950
311331;9311331;EisenhŸttenstadt, ArcelorMittal Stra§e 20;5784972;4679595;52.169162;14.623655
311332;9311332;EisenhŸttenstadt, ArcelorMittal Tor 1;5784674;4679792;52.166423;14.626373
311333;9311333;EisenhŸttenstadt, F.-Heckert-Str./Fr.-Engels-Str.;5782198;4679673;52.144233;14.623328
311334;9311334;EisenhŸttenstadt, F.-Heckert-Str./Stra§e der Republik;5782490;4679879;52.146787;14.626488
311335;9311335;EisenhŸttenstadt, Fellertstr.;5782383;4682569;52.144945;14.665685
311336;9311336;EisenhŸttenstadt, Fr.-Engels-Str./Pionierweg;5781857;4680225;52.140992;14.631202
311337;9311337;EisenhŸttenstadt, Fr.-List-Str./Keplerring;5781308;4681756;52.135562;14.653248
311338;9311338;EisenhŸttenstadt, Fr.-List-Str./Lilienthalring;5781782;4681795;52.139805;14.654070
311339;9311339;EisenhŸttenstadt, Frankfurter Str.;5782476;4682951;52.145654;14.671310
311340;9311340;EisenhŸttenstadt, Friedensplatz;5782699;4683136;52.147594;14.674129
311341;9311341;EisenhŸttenstadt, FŸrstenberger Str.;5782167;4682758;52.142944;14.668327
311342;9311342;EisenhŸttenstadt, FŸrstenberger Str./€rztehaus;5782090;4682085;52.142474;14.658466
311343;9311343;EisenhŸttenstadt, FŸrstenberger Str./Gymnasium;5782088;4682378;52.142360;14.662740
311344;9311344;EisenhŸttenstadt, FŸrstenberger Str./Lawitzer Str.;5782195;4682584;52.143252;14.665803
311345;9311345;EisenhŸttenstadt, Gubener Str.;5781886;4682513;52.140502;14.664602
311346;9311346;EisenhŸttenstadt, Handwerkerhof;5782775;4680032;52.149296;14.628872
311347;9311347;EisenhŸttenstadt, Inselfriedhof;5780786;4681867;52.130839;14.654588
311348;9311348;EisenhŸttenstadt, KanalbrŸcke;5782870;4680930;52.149856;14.642027
311349;9311349;EisenhŸttenstadt, Karl-Marx-Str.;5781896;4680426;52.141276;14.634156
311350;9311350;EisenhŸttenstadt, K.-Marx-Str./EKZ;5782786;4680667;52.149188;14.638145
311351;9311351;EisenhŸttenstadt, Kšnigstr.;5782501;4683137;52.145817;14.674037
311352;9311352;EisenhŸttenstadt, Krankenhaus;5782013;4679855;52.142513;14.625886
311353;9311353;EisenhŸttenstadt, Lindenallee;5782691;4680192;52.148490;14.631162
311354;9311354;EisenhŸttenstadt, Maxim-Gorki-Str.;5782394;4679468;52.146059;14.620440
311355;9311355;EisenhŸttenstadt, Mittelschleuse;5780747;4680641;52.130891;14.636683
311356;9311356;EisenhŸttenstadt, MŸllroser Str./Schule;5783448;4678596;52.155804;14.608268
311357;9311357;EisenhŸttenstadt, Neuzeller Str.;5782846;4679005;52.150267;14.613921
311358;9311358;EisenhŸttenstadt, Oderlandstr.;5782706;4681619;52.148158;14.651995
311359;9311359;EisenhŸttenstadt, Oderwerft;5781624;4682352;52.138203;14.662112
311360;9311360;EisenhŸttenstadt, Platanenallee;5782384;4682254;52.145058;14.661089
311361;9311361;EisenhŸttenstadt, Platanenallee/Kastanienhof;5782258;4682521;52.143839;14.664918
311362;9311362;EisenhŸttenstadt, Rathaus;5782314;4680191;52.145106;14.630948
311363;9311363;EisenhŸttenstadt, Poststr./Fr.-Engels-Str.;5781982;4680065;52.142166;14.628934
311364;9311364;EisenhŸttenstadt, Poststr./Mittelschleuse;5780923;4680521;52.132510;14.635026
311365;9311365;EisenhŸttenstadt, Poststr./R.-Koch-Str.;5781689;4679926;52.139581;14.626750
311366;9311366;EisenhŸttenstadt, Poststr./Rosenstr.;5781180;4680297;52.134890;14.631894
311367;9311367;EisenhŸttenstadt, Ringstr.;5783975;4679960;52.160093;14.628456
311368;9311368;EisenhŸttenstadt, Robert-Koch-Str.;5781543;4680218;52.138175;14.630934
311369;9311369;EisenhŸttenstadt, Schrabisch MŸhle;5780083;4681189;52.124750;14.644324
311370;9311370;EisenhŸttenstadt, Schwarzes Luch;5785405;4682677;52.172039;14.668885
311371;9311371;EisenhŸttenstadt, Schwimmhalle/B 112;5781556;4680537;52.138188;14.635595
311372;9311372;EisenhŸttenstadt, Schwimmhalle/Vorplatz;5781553;4680658;52.138121;14.637359
311373;9311373;EisenhŸttenstadt, Seggeluch;5784253;4683024;52.161582;14.673331
311374;9311374;EisenhŸttenstadt, StŠdt. Alten- und Pflegeheim;5781389;4680080;52.136837;14.628839
311375;9311375;EisenhŸttenstadt, Stra§e der Republik/Cottbuser Str.;5781992;4681540;52.141774;14.650461
311376;9311376;EisenhŸttenstadt, Stra§e der Republik/FŠhrstr.;5782082;4681357;52.142642;14.647839
311377;9311377;EisenhŸttenstadt, Stra§e der Republik/Karl-Marx-Str.;5782273;4680614;52.144599;14.637099
311378;9311378;EisenhŸttenstadt, Stra§e der Republik/Tunnelstr.;5782008;4681657;52.141879;14.652177
311379;9311379;EisenhŸttenstadt, Stra§e der Republik/VII WK;5781877;4682217;52.140519;14.660278
311380;9311380;EisenhŸttenstadt, Vor der KanalbrŸcke;5782791;4681263;52.149038;14.646845
311381;9311381;EisenhŸttenstadt, Werkstr./Seeplanstr.;5783562;4680453;52.156224;14.635433
311382;9311382;EisenhŸttenstadt, Werkstr./ZOB;5783151;4680333;52.152574;14.633464
311383;9311383;EisenhŸttenstadt, ZOB;5783189;4680215;52.152953;14.631762
311384;9311384;EisenhŸttenstadt, Cottbuser Str./Sporthalle;5781443;4681464;52.136870;14.649060
311400;9311400;Fuhrmannsruh;5771997;4683396;52.051432;14.672170
311401;9311401;FŸnfeichen, Abzweig;5785058;4670389;52.172850;14.489274
311402;9311402;FŸnfeichen, E.-ThŠlmann-Str.;5785015;4670490;52.172433;14.490727
311403;9311403;FŸnfeichen, Fšrsterei;5784146;4671317;52.164374;14.502366
311404;9311404;FŸnfeichen, Kita;5781960;4673338;52.144118;14.530758
311405;9311405;FŸnfeichen, Schule;5781699;4673231;52.141808;14.529064
311418;9311418;Gro§ Eichholz;5782270;4628481;52.159144;13.876013
311419;9311419;Gšhlen;5770918;4676791;52.043888;14.575428
311420;9311420;Gro§ Lindow, Eiche;5792112;4673008;52.235369;14.531118
311421;9311421;Gro§ Lindow, I;5792197;4672098;52.236417;14.517854
311422;9311422;Gro§ Lindow, Schule;5792580;4673336;52.239468;14.536154
311423;9311423;Gro§ Lindow, Siedlung;5792690;4673900;52.240277;14.544459
311424;9311424;Gro§ Lindow, Wei§enberg;5792725;4674419;52.240428;14.552067
311430;9311430;Henzendorf;5770472;4672758;52.041154;14.516479
311440;9311440;KaisermŸhl I;5793326;4667643;52.247927;14.453262
311441;9311441;KaisermŸhl II;5792942;4667554;52.244506;14.451769
311442;9311442;Schernsdorf, Kallinenberge;5788902;4667819;52.208151;14.453644
311443;9311443;Kieselwitz;5778177;4671459;52.110737;14.501432
311444;9311444;Kunitzer Loose;5794214;4682277;52.251252;14.667782
311445;9311445;Kunitzer Loose, Gut;5793782;4683060;52.247115;14.679001
311446;9311446;Kunitzer Loose, Kinderheim;5794786;4681554;52.256626;14.657514
311447;9311447;Mixdorf, Kupferhammer;5785994;4666550;52.182425;14.433669
311460;9311460;Lawitz, Dorf;5778088;4681257;52.106818;14.644255
311470;9311470;Mixdorf, Bahnhof;5787673;4663937;52.198283;14.396311
311471;9311471;Mšbiskruge, Diehloer Str.;5777712;4677305;52.104722;14.586437
311472;9311472;Mšbiskruge, Lindenstr.;5777449;4677674;52.102242;14.591680
311473;9311473;Mšbiskruge, FŸnfeichener Weg;5777841;4677475;52.105825;14.588983
311475;9311475;MŸllrose, Bahnhof;5792517;4666313;52.241066;14.433408
311476;9311476;MŸllrose, Bahnhofstr.;5792737;4666147;52.243091;14.431088
311477;9311477;MŸllrose, BahnŸbergang;5791580;4666032;52.232737;14.428838
311478;9311478;MŸllrose, Bleiche;5792068;4665579;52.237255;14.422452
311479;9311479;MŸllrose, Gewerbepark;5794474;4665832;52.258782;14.427332
311480;9311480;MŸllrose, Jahnstr.;5792057;4664647;52.237436;14.408816
311481;9311481;MŸllrose, KaisermŸhler Weg;5794015;4665578;52.254738;14.423391
311482;9311482;MŸllrose, Markt;5793012;4665127;52.245867;14.416303
311483;9311483;MŸllrose, Mixdorfer Str.;5790000;4664500;52.219010;14.405667
311484;9311484;MŸllrose, Mšllenweg;5794305;4665100;52.257485;14.416539
311485;9311485;MŸllrose, Neubau;5794067;4665529;52.255219;14.422699
311486;9311486;MŸllrose, Pflegeheim;5790526;4662134;52.224433;14.371329
311487;9311487;MŸllrose, Pflegeheim B 87;5791174;4661900;52.230321;14.368217
311488;9311488;MŸllrose, Sportplatz;5792052;4664043;52.237571;14.399980
311489;9311489;MŸllrose, SchŸtzenpark;5792057;4664647;52.237436;14.408816
311510;9311510;Neuzelle, Gewerbegebiet;5776513;4680524;52.092917;14.632734
311511;9311511;Neuzelle, Klosterteich;5776311;4681662;52.090732;14.649213
311512;9311512;Neuzelle, Kummro;5775270;4679948;52.081945;14.623684
311513;9311513;Neuzelle, Schule;5776003;4681950;52.087872;14.653247
311520;9311520;Ossendorf;5773334;4676463;52.065684;14.571898
311530;9311530;Pohlitz, Ortsmitte;5786364;4676258;52.182734;14.575654
311531;9311531;Pohlitz, Pohlitzer MŸhle;5785843;4677619;52.177621;14.595259
311540;9311540;Ragow (LOS), Dorf;5787837;4657716;52.201568;14.305477
311541;9311541;Ratzdorf;5774068;4688748;52.068229;14.751243
311542;9311542;Rie§en I;5786737;4673416;52.186983;14.534334
311543;9311543;Rie§en, Ortsmitte;5786991;4673187;52.189335;14.531119
311557;9311557;Schernsdorf, Schervenzsee;5786348;4667317;52.185371;14.445047
311558;9311558;Schernsdorf, Kupferhammer;;;;
311560;9311560;Schernsdorf, GaststŠtte;5786707;4668632;52.188195;14.464434
311561;9311561;Schervenzsee;5786335;4667276;52.185267;14.444442
311562;9311562;Schlaubehammer;5792901;4669198;52.243635;14.475796
311563;9311563;Schwerzko;5773596;4679711;52.066993;14.619349
311564;9311564;Siehdichum;5784281;4667488;52.166760;14.446526
311565;9311565;Steinsdorf, Bomsdorfer Str.;5769158;4683544;52.025896;14.672803
311566;9311566;Steinsdorf, Schule;5769371;4683487;52.027827;14.672088
311567;9311567;Steinsdorf, Vorwerk;5768176;4684360;52.016810;14.684151
311568;9311568;Streichwitz;5772999;4681667;52.060996;14.647525
311569;9311569;Steinsdorf, Coschener Str.;5768936;4684492;52.023589;14.686480
311580;9311580;Treppeln, Heim;5776374;4673794;52.093821;14.534564
311590;9311590;Vogelsang (LOS), Denkmal;5786318;4682645;52.180246;14.668909
311591;9311591;Vogelsang (LOS), Frankfurter Str.;5786618;4682155;52.183101;14.661914
311592;9311592;Vogelsang (LOS), Hauptstr.;5786495;4682349;52.181933;14.664681
311610;9311610;Wei§enspring;5792335;4671250;52.237920;14.505523
311611;9311611;Wellmitz, Abzweig Gut;5775012;4682527;52.078786;14.661126
311612;9311612;Wellmitz, Bahnhof;5773715;4686231;52.065911;14.714387
311613;9311613;Wellmitz, Gut;5774755;4683003;52.076322;14.667924
311614;9311614;Wellmitz, Lindenstr.;5773478;4685223;52.064121;14.699576
311615;9311615;Wellmitz, Siedlung;5773901;4687111;52.067284;14.727306
311616;9311616;Wellmitz, Ortseingang;5774054;4684519;52.069526;14.689633
311620;9311620;Wiesenau, Bahnhof;5791933;4676636;52.232611;14.584076
311621;9311621;Wiesenau, Dorfstr.;5791734;4677163;52.230656;14.591678
311622;9311622;Wiesenau, GŠrtnerei;5791276;4677503;52.226434;14.596409
311623;9311623;Wiesenau, Hof KallŠne;5794833;4680639;52.257349;14.644153
311624;9311624;Wiesenau, Sportplatz;5792565;4676301;52.238392;14.579507
311630;9311630;Ziltendorf, B 112;5789060;4679070;52.206033;14.618146
311631;9311631;Ziltendorf, Bahnhof;5788438;4678891;52.200507;14.615202
311632;9311632;Ziltendorf, Kreuzung;5789173;4679434;52.206930;14.623525
311633;9311633;Ziltendorf, Oderstr.;5789132;4679636;52.206496;14.626455
311634;9311634;Ziltendorf, Schule (Vorplatz);5788708;4679851;52.202619;14.629372
311635;9311635;Ziltendorf, Siedlung;5791597;4680458;52.228357;14.639779
311970;9311970;GrŸnheide, Reha-Klinik;5811660;4623560;52.424260;13.814906
315337;9315337;Langennaundorf, B 101;5719847;4592918;51.605392;13.339721
320001;9320001;S Strausberg Nord;5830373;4629462;52.590969;13.908891
320002;9320002;S Strausberg Stadt;5829030;4628116;52.579226;13.888522
320003;9320003;S HegermŸhle;5825634;4626694;52.549056;13.866260
320004;9320004;S Strausberg Bhf;5823731;4624540;52.532460;13.833810
320005;9320005;S Petershagen Nord;5823293;4621619;52.529185;13.790627
320006;9320006;S Fredersdorf;5822941;4619638;52.526461;13.761324
320007;9320007;S Neuenhagen;5822211;4615382;52.520821;13.698390
320008;9320008;S Hoppegarten;5821884;4613663;52.518244;13.672964
320009;9320009;S Fredersdorf/Nordseite;5822941;4619638;52.526461;13.761324
320011;9320011;Herrensee, Bahnhof;5823418;4627889;52.528874;13.883015
320012;9320012;Rehfelde, Bahnhof;5823593;4630638;52.529794;13.923567
320014;9320014;MŸncheberg, Bahnhof;5823404;4642798;52.525049;14.102551
320015;9320015;Obersdorf, Bahnhof;5824922;4647107;52.537536;14.166664
320016;9320016;Waldsieversdorf, Bahnhof;5825087;4641713;52.540447;14.087292
320017;9320017;Hšnow, Stienitzstr.;5824395;4612018;52.541140;13.649587
320018;9320018;Dahlwitz-Hoppegarten, Industriestr.;5820638;4611557;52.507486;13.641535
320019;9320019;Dahlwitz-Hoppegarten, Von-Canstein-Str.;5820587;4611919;52.506954;13.646847
320020;9320020;Hšnow, Nord;5826648;4610594;52.561669;13.629357
320021;9320021;Hšnow, Dorf;5824841;4611263;52.545301;13.638612
320022;9320022;Hšnow, Altlandsberger Chaussee;5824601;4611321;52.543133;13.639387
320023;9320023;Waldesruh, Mahlsdorfer Allee;5818100;4610716;52.484858;13.628311
320024;9320024;Strausberg, HegermŸhle;5826374;4626610;52.555722;13.865305
320025;9320025;Strausberg, Lustgarten;5828680;4627606;52.576202;13.880868
320026;9320026;S Birkenstein;5821716;4611998;52.517079;13.648390
320027;9320027;Waldesruh, Schie§platz;5818319;4610910;52.486786;13.631239
320028;9320028;Dahlwitz-Hoppegarten, Digitalstr.;5820386;4611462;52.505242;13.640052
320029;9320029;Dahlwitz-Hoppegarten, Gewerbestr.;5820910;4611238;52.509994;13.636930
320030;9320030;Dahlwitz-Hoppegarten, Meistergasse;5821181;4611320;52.512412;13.638228
320031;9320031;Dahlwitz-Hoppegarten, Handwerkerstr.;5821344;4611284;52.513884;13.637752
320032;9320032;Dahlwitz-Hoppegarten, Zimmermannsgasse;5821125;4611087;52.511957;13.634778
320033;9320033;Dahlwitz-Hoppegarten, Technikerstr.;5820691;4611013;52.508073;13.633544
