VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
73253;9073253;Berlin, Ahrensdorfer Str.;5809289;4592601;52.409070;13.359293
73254;9073254;Berlin, Bau§nernweg;5808883;4592415;52.405453;13.356449
73255;9073255;Berlin, Friedhof Marienfelde;5809854;4592900;52.414095;13.363843
73256;9073256;Berlin, Hanielweg;5810242;4593081;52.417550;13.366610
73257;9073257;Berlin, Stegerwaldstr.;5810598;4593255;52.420719;13.369266
73258;9073258;Berlin, Hranitzkystr.;5810790;4593349;52.422428;13.370700
73259;9073259;Berlin, Sperenberger Str.;5808488;4594201;52.401601;13.382573
73260;9073260;Berlin, Nunsdorfer Ring Nord;5809032;4593983;52.406525;13.379524
73281;9073281;Berlin, Waldsassener Str.;5809183;4592015;52.408216;13.350655
73305;9073305;Berlin, Nahmitzer Damm;5809479;4593080;52.410695;13.366383
74101;9074101;Berlin, Mariendorfer Damm/Buckower Chaussee;5809955;4595435;52.414567;13.401116
74103;9074103;Berlin, Goethestr./Potsdamer Str.;5808904;4595798;52.405061;13.406149
74104;9074104;Berlin, Kloster-Zinna-Str.;5808688;4596268;52.403038;13.412991
74105;9074105;Berlin, Grimmstr.;5808176;4595846;52.398512;13.406646
74150;9074150;Berlin, Warmensteinacher Str.;5809885;4597122;52.413641;13.425882
74151;9074151;Berlin, Kettinger Str.;5809814;4595091;52.413360;13.396022
74152;9074152;Berlin, Raabestr.;5809484;4595612;52.410304;13.403583
74153;9074153;Berlin, Am Rštepfuhl;5810064;4596755;52.415314;13.420542
74154;9074154;Berlin, Gerlinger Str.;5809816;4596805;52.413077;13.421205
74155;9074155;Berlin, Baldersheimer Weg;5809704;4596670;52.412095;13.419189
74156;9074156;Berlin, Rathenower Str./Tšpchiner Weg;5809487;4596582;52.410161;13.417834
74157;9074157;Berlin, Seltersstr.;5809200;4596465;52.407603;13.416032
74158;9074158;Berlin, Kambergstr.;5808928;4596364;52.405177;13.414470
74159;9074159;Berlin, Homburgstr.;5808333;4596127;52.399874;13.410818
74171;9074171;Berlin, Finchleystr.;5807646;4595728;52.393771;13.404762
74201;9074201;S Lichtenrade (Berlin);5806900;4595200;52.387161;13.396796
74202;9074202;S Schichauweg (Berlin);5808140;4594730;52.398383;13.390245
74204;9074204;Berlin, Barnetstr./Steinstr.;5807853;4595308;52.395704;13.398653
74205;9074205;Berlin, Lichtenrader Damm/Barnetstr.;5807651;4595861;52.393793;13.406717
74206;9074206;Berlin, Im Domstift/Gro§-Ziethener Str.;5807716;4596245;52.394310;13.412374
74207;9074207;Berlin, Nahariyastr.;5807318;4596784;52.390639;13.420175
74208;9074208;Berlin, Goltzstr./Lichtenrader Damm;5806911;4596037;52.387114;13.409089
74209;9074209;Berlin, Blohmstr./Illigstr.;5807070;4594480;52.388813;13.386272
74210;9074210;Berlin, Wolziger Zeile;5806343;4595315;52.382137;13.398327
74211;9074211;Berlin, Pechsteinstr.;5806744;4597087;52.385429;13.424458
74213;9074213;Berlin, Egestorffstr.;5808076;4594170;52.397904;13.382002
74214;9074214;Berlin, Rehagener Str.;5806853;4595641;52.386662;13.403258
74251;9074251;Berlin, Cecilienstr.;5807055;4594647;52.388649;13.388720
74252;9074252;Berlin, Simpsonweg;5808120;4594920;52.398170;13.393030
74253;9074253;Berlin, Taunusstr.;5807757;4596557;52.394623;13.416968
74254;9074254;Berlin, Rennsteig;5807774;4596702;52.394750;13.419102
74256;9074256;Berlin, Lichtenrader Damm 254;5807198;4595929;52.389711;13.407586
74257;9074257;Berlin, Rhinstr.;5807608;4595265;52.393511;13.397952
74258;9074258;Berlin, John-Locke-Str.;5807386;4595531;52.391470;13.401795
74259;9074259;Berlin, NŸrnberger Str.;5806672;4596219;52.384935;13.411693
74260;9074260;Berlin, Seniorenheime;5806154;4596460;52.380239;13.415083
74261;9074261;Berlin, Hilbertstr.;5806619;4595176;52.384641;13.396364
74262;9074262;Berlin, Galluner Str.;5806339;4595688;52.382036;13.403802
74263;9074263;Berlin, Paplitzer Str.;5806344;4595928;52.382039;13.407327
74264;9074264;Berlin, Augsburger Str.;5806567;4596685;52.383910;13.418505
74265;9074265;Berlin, WŸrzburger Str.;5807054;4597099;52.388212;13.424724
74266;9074266;Berlin, Tietjenstr.;5807302;4597013;52.390455;13.423533
74267;9074267;Berlin, Bornhagenweg;5807303;4596255;52.390598;13.412403
74268;9074268;Berlin, Maffeistr. Ost;5807367;4594918;52.391406;13.392788
74269;9074269;Berlin, Grenzweg Ost;5807672;4594816;52.394163;13.391376
74270;9074270;Berlin, Illigstr./Grenzweg;5807680;4594467;52.394296;13.386253
74271;9074271;Berlin, Illigstr./Maffeistr.;5807318;4594448;52.391047;13.385872
74272;9074272;Berlin, Skarbinastr.;5807539;4596758;52.392629;13.419857
74273;9074273;Berlin, Riedingerstr.;5806957;4595513;52.387619;13.401408
74274;9074274;Berlin, Illigstr./Schichauweg;5808001;4594403;52.397190;13.385403
74275;9074275;Berlin, Gerstnerweg;5807020;4595560;52.388177;13.402116
74291;9074291;Berlin, Birkenhaag;5805873;4596590;52.377691;13.416910
74292;9074292;Berlin, Kirchhainer Damm/Horstwalder Str.;5806446;4596326;52.382886;13.413199
74293;9074293;Berlin, WŸnsdorfer Str./Blohmstr.;5807065;4595027;52.388674;13.394303
74294;9074294;Berlin, Kirchhainer Damm/Stadtgrenze;5805770;4596657;52.376754;13.417864
75101;9075101;Berlin, Erkstr.;5817474;4597937;52.481675;13.440079
75102;9075102;Berlin, Harzer Str./Wildenbruchstr.;5818003;4598353;52.486352;13.446356
75103;9075103;Berlin, Sonnenallee/Pannierstr.;5817961;4597274;52.486168;13.430465
75104;9075104;Berlin, Fuldastr.;5817707;4597649;52.483819;13.435910
75151;9075151;Berlin, Wildenbruchplatz;5817786;4598184;52.484433;13.443806
75152;9075152;Berlin, Mengerzeile;5818150;4598180;52.487704;13.443854
75153;9075153;Berlin, PflŸgerstr.;5818376;4597501;52.489856;13.433927
75154;9075154;Berlin, LohmŸhlenplatz;5818356;4597927;52.489600;13.440191
75155;9075155;Berlin, LohmŸhlenstr./Heidelberger Str.;5818571;4598078;52.491505;13.442477
76101;9076101;Berlin, Hertzbergplatz;5817021;4598523;52.477500;13.448568
76151;9076151;Berlin, Brockenstr.;5817727;4598698;52.483811;13.451352
76152;9076152;Berlin, Treptower Str./Harzer Str.;5817583;4598867;52.482486;13.453796
76153;9076153;Berlin, Geygerstr.;5817272;4598202;52.479812;13.443919
76155;9076155;Berlin, Werrastr.;5817277;4598642;52.479778;13.450395
76191;9076191;Berlin, Elsenstr.;5817859;4598529;52.485027;13.448904
77100;9077100;Berlin, Mittelbuschweg;5816001;4598488;52.468343;13.447752
77102;9077102;Berlin, Dammweg/Sonnenallee;5816240;4599650;52.470279;13.464917
77103;9077103;Berlin, Naumburger Str.;5815733;4598436;52.465944;13.446908
77104;9077104;Berlin, Steinbockstr.;5816436;4599859;52.472002;13.468050
77106;9077106;S Sonnenallee (Berlin);5816622;4599036;52.473822;13.455998
77107;9077107;Berlin, Grenzallee/Bergiusstr.;5815717;4599070;52.465686;13.456229
77108;9077108;Berlin, Nobelstr./Bergiusstr.;5815168;4599553;52.460666;13.463170
77110;9077110;S Sonnenallee/Saalestr. (Berlin);5816441;4598935;52.472215;13.454458
77150;9077150;Berlin, Boschweg;5815530;4599619;52.463906;13.464249
77151;9077151;Berlin, Planetenstr.;5815872;4599637;52.466975;13.464616
77152;9077152;Berlin, Am Oberhafen;5815636;4598694;52.465026;13.450675
77153;9077153;Berlin, Ziegrastr.;5816450;4599270;52.472235;13.459389
77154;9077154;Berlin, Mareschstr.;5816805;4598801;52.475509;13.452595
77155;9077155;S Kšllnische Heide (Berlin);5816120;4599830;52.469168;13.467529
77156;9077156;Berlin, Schulenburgpark;5815832;4600028;52.466545;13.470355
77157;9077157;Berlin, Haberstr.;5815354;4599411;52.462363;13.461137
77159;9077159;Berlin, Neukšllnische BrŸcke;5816090;4598990;52.469051;13.455163
77171;9077171;Berlin, Treptower BrŸcke;5817463;4598787;52.481423;13.452583
77201;9077201;Berlin, Peter-Anders-Str.;5815484;4600356;52.463358;13.475075
77202;9077202;Berlin, Neukšllnische Allee/Forsthausallee;5815129;4600348;52.460171;13.474851
77203;9077203;Berlin, Neukšllnische Allee;5815992;4599363;52.468103;13.460621
77204;9077204;Berlin, Chris-Gueffroy-Allee;5815196;4600166;52.460806;13.472194
77251;9077251;Berlin, Schmalenbachstr.;5815160;4599893;52.460532;13.468168
77271;9077271;Berlin, Michael-Bohnen-Ring;5815647;4600200;52.464851;13.472830
78101;9078101;U Hermannplatz (Berlin);5818010;4596910;52.486673;13.425123
78102;9078102;U Rathaus Neukšlln (Berlin);5817400;4597610;52.481068;13.435246
78103;9078103;U Karl-Marx-Str. (Berlin);5816890;4597930;52.476429;13.439805
78104;9078104;U Hermannplatz/Urbanstr. (Berlin);5818160;4596870;52.488028;13.424578
78105;9078105;U Hermannplatz/Sonnenallee (Berlin);5818110;4597000;52.487555;13.426477
78106;9078106;U Hermannplatz/Karl-Marx-Str. (Berlin);5817942;4596869;52.486069;13.424500
78151;9078151;Berlin, Platz der Stadt Hof;5817153;4597698;52.478834;13.436469
78152;9078152;Berlin, Morusstr.;5817093;4597417;52.478345;13.432316
78154;9078154;Berlin, Hohenstaufenplatz;5818490;4596790;52.491007;13.423496
78155;9078155;Berlin, Jahnstr.;5818340;4596600;52.489693;13.420657
78157;9078157;Berlin, Reuterstr.;5817749;4597170;52.484282;13.428873
78158;9078158;Berlin, Weichselstr.;5817623;4597349;52.483118;13.431471
78201;9078201;S+U Neukšlln (Berlin);5816100;4598120;52.469298;13.442368
78251;9078251;Berlin, Zeitzer Str.;5816209;4598384;52.470230;13.446284
78252;9078252;Berlin, Niemetzstr.;5816314;4598780;52.471102;13.452140
78253;9078253;Berlin, Karl-Marx-Platz;5816628;4597977;52.474067;13.440419
78271;9078271;Berlin, Lahnstr./U Neukšlln;5815918;4598107;52.467665;13.442123
79101;9079101;Berlin, Sommerbad Neukšlln;5817320;4596300;52.480582;13.415947
79151;9079151;Berlin, Friedhšfe Columbiadamm;5817490;4595750;52.482206;13.407903
79152;9079152;Berlin, Fontanestr./Flughafenstr.;5817291;4596655;52.480259;13.421162
79201;9079201;U Leinestr. (Berlin);5816479;4597163;52.472874;13.428400
79202;9079202;U Boddinstr. (Berlin);5817240;4596970;52.479745;13.425782
79203;9079203;Berlin, Herrfurthstr.;5816988;4597015;52.477473;13.426371
79204;9079204;Berlin, Kranoldstr.;5815689;4597581;52.465702;13.434319
79205;9079205;Berlin, Hermannstr./Mariendorfer Weg;5815610;4597475;52.465011;13.432737
79206;9079206;Berlin, Mariendorfer Weg;5815424;4596877;52.463447;13.423887
79220;9079220;S+U Hermannstr./Silbersteinstr. (Berlin);5815767;4597419;52.466432;13.431959
79221;9079221;S+U Hermannstr. (Berlin);5815850;4597400;52.467181;13.431704
79251;9079251;Berlin, Eduard-MŸller-Platz;5815837;4597750;52.467002;13.436848
79252;9079252;Berlin, Haus Bremen;5815487;4597122;52.463969;13.427509
79253;9079253;Berlin, Emser Str.;5816066;4597674;52.469072;13.435797
79291;9079291;Berlin, Karlsgartenstr.;5817506;4596899;52.482147;13.424815
80101;9080101;Berlin, Gradestr./Tempelhofer Weg;5814212;4597528;52.452442;13.433108
80102;9080102;Berlin, Fulhamer Allee;5813825;4597761;52.448924;13.436421
80103;9080103;Berlin, Britzer Damm/Gradestr.;5814243;4597913;52.452652;13.438779
80104;9080104;Berlin, Germaniapromenade;5815154;4597641;52.460885;13.435045
80105;9080105;Berlin, Karl-Elsasser-Str.;5814779;4596992;52.457632;13.425391
80152;9080152;Berlin, Wilhelm-Borgmann-BrŸcke;5814543;4597229;52.455469;13.428808
80153;9080153;Berlin, Wussowstr.;5814623;4597797;52.456087;13.437184
80171;9080171;Berlin, Eintrachtsiedlung;5814419;4597356;52.454333;13.430639
80181;9080181;Berlin, Betriebshof Britz;5814230;4597770;52.452561;13.436672
80201;9080201;U Blaschkoallee (Berlin);5814267;4598606;52.452743;13.448976
80202;9080202;U Grenzallee (Berlin);5815460;4598300;52.463516;13.444828
80203;9080203;Berlin, Franz-Kšrner-Str.;5814781;4598581;52.457366;13.448760
80204;9080204;U Grenzallee/Jahnstr. (Berlin);5815254;4598361;52.461654;13.445664
80251;9080251;Berlin, Riesestr.;5814222;4598342;52.452387;13.445081
80301;9080301;Berlin, Windršschenweg;5812795;4596389;52.439914;13.415951
80351;9080351;Berlin, Im Rosengrund;5812915;4596719;52.440934;13.420837
80352;9080352;Berlin, Am Brandpfuhl;5813026;4597021;52.441878;13.425309
80353;9080353;Berlin, Neumarkplan;5813125;4597297;52.442718;13.429395
80401;9080401;U Parchimer Allee (Berlin);5813445;4598687;52.445344;13.449925
80402;9080402;U Britz-SŸd (Berlin);5812522;4598552;52.437076;13.447668
80403;9080403;Berlin, Buschkrugallee/Parchimer Allee;5813462;4599023;52.445436;13.454870
80405;9080405;Berlin, Buschkrug;5814249;4598823;52.452542;13.452162
80406;9080406;Berlin, Britzer Damm/Mohriner Allee;5813285;4597578;52.444106;13.433573
80407;9080407;Berlin, Buckower Damm/Gutschmidtstr.;5812882;4597683;52.440466;13.434999
80408;9080408;Berlin, Paster-Behrens-Str.;5813482;4598395;52.445729;13.445643
80451;9080451;Berlin, Otto-Wels-Ring;5812330;4598939;52.435282;13.453300
80452;9080452;Berlin, Onkel-Herse-Str.;5813772;4598955;52.448233;13.453962
80453;9080453;Berlin, Wesenberger Ring;5812656;4598041;52.438372;13.440196
80454;9080454;Berlin, Jugendheim;5812501;4598326;52.436928;13.444340
80455;9080455;Berlin, GrŸner Weg/Gutschmidtstr.;5812523;4598804;52.437040;13.451373
80456;9080456;Berlin, Rotkehlchenweg;5812833;4598931;52.439802;13.453331
80462;9080462;Berlin, Haarlemer Str.;5814317;4599048;52.453113;13.455491
80491;9080491;Berlin, Kielingerstr.;5813417;4599318;52.444978;13.459194
80601;9080601;Berlin, Zimmererweg;5812340;4597730;52.435589;13.435532
80602;9080602;Berlin, Tischlerzeile;5811397;4598548;52.426970;13.447278
80603;9080603;Berlin, Dachdeckerweg;5811940;4597740;52.431993;13.435562
80651;9080651;Berlin, SteintrŠgerweg;5811111;4598097;52.424482;13.440566
80652;9080652;Berlin, Britzer Garten;5811497;4597713;52.428018;13.435036
80654;9080654;Berlin, Schlosserweg;5812617;4597686;52.438085;13.434966
81101;9081101;Berlin, Quarzweg/Marienfelder Chaussee;5810387;4596498;52.418262;13.416859
81151;9081151;Berlin, BŸhler Weg;5810275;4596231;52.417302;13.412904
81152;9081152;Berlin, Grauwackeweg;5810101;4595820;52.415811;13.406815
81201;9081201;Berlin, Alt-Buckow;5811020;4597813;52.423715;13.436366
81202;9081202;Berlin, Stuthirtenweg;5810365;4598652;52.417680;13.448502
81203;9081203;Berlin, Buckower Damm/Ringslebenstr.;5810335;4598025;52.417523;13.439281
81204;9081204;Berlin, Buckower Friedhof;5810811;4597510;52.421891;13.431852
81250;9081250;Berlin, Heinrich-Mann-Oberschule;5810064;4597563;52.415171;13.432413
81251;9081251;Berlin, Rufacher Weg;5810669;4597203;52.420670;13.427300
81252;9081252;Berlin, Delmer Steig;5810541;4596867;52.419580;13.422325
81253;9081253;Berlin, Hasenhegerweg;5810773;4598692;52.421338;13.449210
81254;9081254;Berlin, Dršpkeweg;5810577;4598672;52.419581;13.448858
81255;9081255;Berlin, Ringslebenstr./Mollnerweg;5810349;4598316;52.417597;13.443561
81256;9081256;Berlin, Mollnerweg;5810538;4597952;52.419360;13.438267
81257;9081257;Berlin, An den Achterhšfen;5810809;4597920;52.421800;13.437877
82101;9082101;Berlin, Klinikum Neukšlln;5812886;4599316;52.440208;13.459006
82103;9082103;Berlin, Kolibriweg;5812299;4599050;52.434983;13.454922
82105;9082105;Berlin, Johannisthaler Chaussee/Fritz-Erler-Allee;5811943;4599407;52.431720;13.460064
82151;9082151;Berlin, Rotschwanzweg;5812581;4599152;52.437498;13.456505
82152;9082152;Berlin, Rudower Str./GrŸner Weg;5813131;4599142;52.442441;13.456521
82201;9082201;U Lipschitzallee (Berlin);5811160;4599630;52.424645;13.463109
82202;9082202;U Johannisthaler Chaussee (Berlin);5811660;4598990;52.429253;13.453851
82203;9082203;Berlin, Lipschitzallee/Rudower Str.;5812013;4600323;52.432182;13.473548
82204;9082204;Berlin, Hšrsingsteig;5811081;4599471;52.423964;13.460749
82205;9082205;Berlin, Lipschitzallee/Fritz-Erler-Allee;5811510;4599966;52.427728;13.468151
82250;9082250;Berlin, Hugo-Heimann-Str.;5811175;4599239;52.424851;13.457367
82251;9082251;Berlin, Storchenweg;5812464;4599761;52.436336;13.465422
82252;9082252;Berlin, Lšwensteinring;5811708;4599755;52.429546;13.465109
82253;9082253;Berlin, Wildmeisterdamm;5811300;4599760;52.425879;13.465061
82254;9082254;Berlin, Sollmannweg;5810940;4599570;52.422680;13.462161
82255;9082255;Berlin, Kšlner Damm;5810980;4599130;52.423119;13.455708
82256;9082256;Berlin, Landreiterweg;5810826;4599022;52.421755;13.454075
82257;9082257;Berlin, Wutzkyallee;5811290;4600370;52.425678;13.474022
82258;9082258;Berlin, Zadekstr.;5812650;4599545;52.438047;13.462303
82259;9082259;Berlin, Gesundheitszentrum;5811683;4600131;52.429252;13.470627
82261;9082261;Berlin, Am Gro§en Rohrpfuhl;5809818;4601811;52.412188;13.494751
82262;9082262;Berlin, Lockenhuhnweg;5809408;4601669;52.408531;13.492540
82263;9082263;Berlin, Schneehuhnweg;5809014;4601571;52.405010;13.490981
82291;9082291;Berlin, Johannisthaler Ch./Rudower Str.;5812242;4599986;52.434301;13.468663
82293;9082293;Berlin, Beifu§weg;5812690;4600328;52.438263;13.473825
82294;9082294;Berlin, Birkhuhnweg;5812475;4600190;52.436357;13.471732
82295;9082295;Berlin, Stelzenweg;5812912;4600465;52.440232;13.475905
82296;9082296;Berlin, Buchfinkweg;5812105;4599689;52.433124;13.464257
83101;9083101;U Zwickauer Damm (Berlin);5811010;4601080;52.423032;13.484371
83102;9083102;U Wutzkyallee (Berlin);5811010;4600430;52.423152;13.474820
83103;9083103;Berlin, Arnikaweg;5811764;4600609;52.429892;13.477677
83105;9083105;Berlin, Flurweg/Seidelbastweg;5812332;4601302;52.434867;13.488034
83152;9083152;Berlin, Frauenschuhweg;5812186;4601523;52.433515;13.491238
83153;9083153;Berlin, Fuchsienweg;5812066;4601107;52.432514;13.485087
83154;9083154;Berlin, Goldlackweg;5811764;4600887;52.429841;13.481763
83155;9083155;Berlin, Schriftsetzerweg;5810787;4600891;52.421063;13.481527
83171;9083171;Berlin, Fleischerstr.;5810566;4600743;52.419105;13.479286
83181;9083181;Berlin, Neukšllner Str./Zwickauer Damm;5811130;4601151;52.424097;13.485451
83201;9083201;U Rudow (Berlin);5810202;4601938;52.415614;13.496734
83202;9083202;Berlin, MassantebrŸcke;5811985;4601818;52.431654;13.495513
83204;9083204;Berlin, August-Froehlich-Str.;5811178;4603096;52.424165;13.514047
83205;9083205;Berlin, Ascherslebener Weg;5809618;4600798;52.410579;13.479809
83206;9083206;Berlin, Hennensteig;5809450;4600580;52.409109;13.476556
83250;9083250;Berlin, Bildhauerweg;5810650;4601509;52.419718;13.490566
83251;9083251;Berlin, Alt-Rudow/Kšpenicker Str.;5810442;4601854;52.417786;13.495572
83252;9083252;Berlin, Krokusstr.;5810730;4601601;52.420420;13.491942
83253;9083253;Berlin, Fritz-Erler-Allee/Neukšllner Str.;5811340;4600973;52.426016;13.482899
83254;9083254;Berlin, Hafenstr.;5811433;4602594;52.426550;13.506749
83255;9083255;Berlin, Mistelweg;5811600;4602344;52.428098;13.503126
83256;9083256;Berlin, Kanalstr. 38-41;5811844;4602001;52.430354;13.498159
83257;9083257;Berlin, Windenweg;5811316;4601299;52.425741;13.487682
83258;9083258;Berlin, Glockenblumenweg;5811560;4601477;52.427900;13.490372
83259;9083259;Berlin, Petunienweg;5811790;4601652;52.429933;13.493014
83260;9083260;Berlin, Rudower Hšhe;5810810;4603215;52.420837;13.515683
83262;9083262;Berlin, Gro§enhainer Weg;5810296;4600877;52.416655;13.481173
83263;9083263;Berlin, Sebnitzer Weg;5810047;4601297;52.414341;13.487269
83264;9083264;Berlin, Pirnaer Str.;5809769;4601060;52.411887;13.483703
83265;9083265;Berlin, Rudower Flie§;5809961;4601557;52.413520;13.491063
83266;9083266;Berlin, Prierosser Str.;5810545;4601995;52.418685;13.497675
83267;9083267;Berlin, Herzblattweg;5810813;4602356;52.421025;13.503062
83268;9083268;Berlin, Buchsbaumweg;5810929;4602553;52.422030;13.505992
83269;9083269;Berlin, Im Bauernbusch/Kšpenicker Str.;5811008;4602788;52.422696;13.509469
83271;9083271;Berlin, Hopfenweg;5811291;4600719;52.425623;13.479151
83301;9083301;Berlin, Stadtgrenze Rudow;5808675;4603110;52.401677;13.513483
83302;9083302;Berlin, Gockelweg;5808554;4601228;52.400941;13.485804
83303;9083303;Berlin, Waltersdorfer Chaussee/Ostburger Weg;5809563;4602542;52.409761;13.505412
83304;9083304;Berlin, Pfarrer-He§-Weg;5810637;4602861;52.419349;13.510428
83351;9083351;Berlin, Lieselotte-Berger-Str.;5808956;4602925;52.404236;13.510852
83352;9083352;Berlin, Narkauer Weg;5809273;4602725;52.407121;13.508011
83353;9083353;Berlin, Neuhofer Str.;5809744;4602426;52.411409;13.503763
83354;9083354;Berlin, Eichenauer Weg;5809983;4602254;52.413588;13.501309
83355;9083355;Berlin, Selgenauer Weg;5810523;4602505;52.418392;13.505162
83356;9083356;Berlin, Landhaussiedlung;5810489;4602305;52.418124;13.502213
83357;9083357;Berlin, KŸnnekeweg;5810258;4603109;52.415898;13.513955
83358;9083358;Berlin, Will-Meisel-Weg;5809824;4603017;52.412016;13.512470
83359;9083359;Berlin, Kirchhof Rudow;5809734;4602870;52.411236;13.510283
83360;9083360;Berlin, Leghornweg;5809191;4601106;52.406686;13.484204
83361;9083361;Berlin, Lakenfelder Weg;5809415;4600909;52.408734;13.481378
83362;9083362;Berlin, Schšnefelder Str./Neuhofer Str.;5809612;4602080;52.410287;13.498640
83363;9083363;Berlin, Stra§e 577;5809304;4602150;52.407507;13.499574
83364;9083364;Berlin, Knollstr.;5808865;4602213;52.403552;13.500366
83365;9083365;Berlin, Friederike-Nadig-Str.;5808610;4602319;52.401241;13.501845
83366;9083366;Berlin, Lieselotte-Berger-Platz;5808888;4602742;52.403659;13.508143
83391;9083391;Berlin, Ostburger Weg/Lettberger Str.;5810038;4603267;52.413892;13.516209
84101;9084101;S Wilhelmsruh (Berlin);5828490;4592510;52.581588;13.363284
84102;9084102;Berlin, Roedernallee/Flottenstr.;5828161;4591410;52.578818;13.346970
84103;9084103;Berlin, Kopenhagener Str./Flottenstr.;5828030;4592390;52.577476;13.361387
84151;9084151;Berlin, Weinbrennerweg;5828618;4591188;52.582961;13.343822
84152;9084152;Berlin, Flottenstr.;5828097;4591651;52.578203;13.350507
84153;9084153;Berlin, Lengeder Str.;5828568;4591423;52.582473;13.347274
84154;9084154;Berlin, Interessentenweg;5828751;4591662;52.584076;13.350850
84155;9084155;Berlin, Montanstr./Lengeder Str.;5828620;4591820;52.582873;13.353144
84156;9084156;Berlin, Montanstr.;5828262;4591754;52.579668;13.352072
85101;9085101;Berlin, Aroser Allee/Gotthardstr.;5826907;4591723;52.567500;13.351240
85102;9085102;Berlin, Gotthardstr./Teichstr.;5826849;4591450;52.567025;13.347199
85103;9085103;Berlin, Gotthardstr./HollŠnderstr.;5826594;4590618;52.564873;13.334862
85104;9085104;U Paracelsus-Bad (Berlin);5827685;4591457;52.574534;13.347532
85105;9085105;S Alt-Reinickendorf (Berlin);5828070;4591600;52.577969;13.349747
85106;9085106;Berlin, Dubliner Str.;5826321;4591539;52.562266;13.348365
85107;9085107;Berlin, Friedhof Reinickendorf;5827499;4591063;52.572929;13.341671
85108;9085108;U Paracelsus-Bad/Aroser Allee (Berlin);5827630;4591680;52.574002;13.350806
85150;9085150;Berlin, Brusebergstr.;5827020;4591420;52.568566;13.346804
85151;9085151;Berlin, Septimerbecken;5826780;4591090;52.566465;13.341872
85152;9085152;Berlin, Wei§e Stadt;5827229;4591721;52.570393;13.351299
85153;9085153;Berlin, Sebastian-Friedhof;5827282;4590716;52.571037;13.336495
85154;9085154;Berlin, LŸbener Weg;5827278;4591442;52.570880;13.347199
85155;9085155;Berlin, Grindelwaldweg;5826561;4591830;52.564373;13.352722
85201;9085201;S Schšnholz (Berlin);5827429;4593687;52.571855;13.380344
85202;9085202;U Franz-Neumann-Platz (Berlin);5826518;4592615;52.563854;13.364283
85203;9085203;U Residenzstr. (Berlin);5827291;4592353;52.570843;13.360635
85205;9085205;Berlin, Kolpingplatz;5827670;4592260;52.574264;13.359369
85206;9085206;Berlin, Papierstr.;5826672;4593554;52.565077;13.378169
85207;9085207;Berlin, Pankower Allee/Reginhardstr.;5826580;4593240;52.564304;13.373514
85208;9085208;Berlin, Emmentaler Str./Reginhardstr.;5827471;4592712;52.572399;13.365979
85209;9085209;Berlin, Klemkestr.;5827705;4592841;52.574480;13.367947
85210;9085210;Berlin, Sommerstr.;5827749;4593274;52.574801;13.374344
85250;9085250;Berlin, Amendestr.;5827384;4593227;52.571530;13.373548
85251;9085251;Berlin, Genfer Str.;5827090;4592110;52.569078;13.356996
85252;9085252;Berlin, Stargardtstr.;5826856;4592502;52.566910;13.362711
85253;9085253;Berlin, Granatenstr.;5827111;4593616;52.569010;13.379207
85255;9085255;Berlin, Lampesteig;5827679;4592556;52.574294;13.363737
85257;9085257;Berlin, Raschdorffstr.;5827237;4592990;52.570250;13.370013
85258;9085258;Berlin, Mittelbruchzeile;5826890;4593192;52.567098;13.372894
85259;9085259;Berlin, Mickestr.;5826341;4593220;52.562161;13.373152
85260;9085260;Berlin, Ritterlandweg;5826103;4592975;52.560064;13.369474
85261;9085261;Berlin, Walderseestr.;5826194;4592659;52.560936;13.364841
85262;9085262;Berlin, Breitkopfstr.;5827390;4592590;52.571692;13.364157
85265;9085265;Berlin, Herbststr.;5827490;4593020;52.572517;13.370526
85266;9085266;Berlin, Reginhardstr./BŸdnerring;5827360;4592930;52.571365;13.369162
85281;9085281;Berlin, Lindauer Allee/Residenzstr.;5827477;4592290;52.572525;13.359758
86101;9086101;U Otisstr. (Berlin);5827250;4588450;52.571122;13.303074
86102;9086102;U Kurt-Schumacher-Platz (Berlin);5826430;4590110;52.563483;13.327328
86103;9086103;Berlin, Eichborndamm/Antonienstr.;5827306;4589088;52.571522;13.312496
86105;9086105;Berlin, Ollenhauerstr./Lindauer Allee;5827767;4590413;52.575445;13.332160
86106;9086106;Berlin, Auguste-Viktoria-A./Humboldtstr.;5827030;4590270;52.568847;13.329850
86107;9086107;Berlin, Uranusweg;5826770;4589420;52.566652;13.317247
86121;9086121;Berlin, Klamannstr.;5827751;4591069;52.575192;13.341829
86150;9086150;Berlin, Ollenhauerstr.;5826545;4590027;52.564530;13.326136
86151;9086151;Berlin, Kapweg;5826370;4590370;52.562901;13.331145
86152;9086152;Berlin, Hechelstr.;5826658;4589724;52.565596;13.321699
86153;9086153;Berlin, Von-der-Gablentz-Str.;5826646;4590188;52.565411;13.328537
86154;9086154;Berlin, Zobeltitzstr.;5827023;4589412;52.568926;13.317198
86155;9086155;Berlin, General-Woyna-Str.;5827234;4589420;52.570820;13.317372
86156;9086156;Berlin, Auguste-Viktoria-Allee/QuŠkerstr.;5827361;4588817;52.572060;13.308515
86157;9086157;Berlin, Foxweg;5827590;4588780;52.574123;13.308031
86158;9086158;Berlin, Otisstr./QuŠkerstr.;5827727;4588628;52.575379;13.305826
